"Pk";"Tm";"Player";"College";"Yrs";"G";"MP";"PTS";"TRB";"AST";"FG.";"3P.";"FT.";"MP.1";"PTS.1";"TRB.1";"AST.1";"WS";"WS.48";"BPM";"VORP";"year"
205;"POR";"Dave Kufeld";"Yeshiva University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
206;"DAL";"Tom Morgan";"California State University, Fullerton";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
207;"WSB";"Don Youman";"Oklahoma State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
208;"NYK";"Gerald Ross";"Grand Canyon University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
209;"SAS";"Steve Schall";"University of Arkansas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
210;"MIL";"Melvin Crayton";"Alabama State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
211;"PHO";"Randy Carroll";"University of Kansas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
212;"SEA";"Kent Williams";"Texas Tech University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
213;"PHI";"Joe Hand";"King's College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
214;"BOS";"John Nolan";"Providence College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980
1;"DAL";"Mark Aguirre";"DePaul University";"13";923;27730;18458;4578;2871;0,484;0,312;0,741;30;20;5;3,1;67,8;0,117;1,3;22,7;1981
2;"DET";"Isiah Thomas";"Indiana University";"13";979;35516;18822;3478;9061;0,452;0,29;0,759;36,3;19,2;3,6;9,3;80,7;0,109;2,2;37,5;1981
3;"NJN";"Buck Williams";"University of Maryland";"17";1307;42464;16784;13017;1646;0,549;0,167;0,664;32,5;12,8;10;1,3;120,1;0,136;1,2;34,8;1981
4;"ATL";"Al Wood";"University of North Carolina";"6";417;9939;4902;1262;742;0,465;0,211;0,789;23,8;11,8;3;1,8;15,4;0,074;-1,8;0,5;1981
5;"SEA";"Danny Vranes";"University of Utah";"7";510;10624;2613;1998;594;0,496;0,105;0,57;20,8;5,1;3,9;1,2;15,3;0,069;-0,4;4,4;1981
6;"CHI";"Orlando Woolridge";"University of Notre Dame";"13";851;24041;13623;3696;1609;0,513;0,091;0,737;28,3;16;4,3;1,9;53;0,106;-0,4;9,8;1981
7;"KCK";"Steve Johnson";"Oregon State University";"10";626;13618;7345;3450;777;0,572;0;0,634;21,8;11,7;5,5;1,2;26,9;0,095;-0,7;4,5;1981
8;"SDC";"Tom Chambers";"University of Utah";"16";1107;33922;20049;6703;2283;0,468;0,307;0,807;30,6;18,1;6,1;2,1;79;0,112;-0,5;13,2;1981
9;"DAL";"Rolando Blackman";"Kansas State University";"13";980;32087;17623;3278;2981;0,493;0,343;0,84;32,7;18;3,3;3;75,6;0,113;-0,1;15,3;1981
10;"NJN";"Albert King";"University of Maryland";"9";534;12836;6470;2262;1171;0,461;0,268;0,791;24;12,1;4,2;2,2;16,3;0,061;-1,5;1,8;1981
11;"WSB";"Frank Johnson";"Wake Forest University";"10";596;12897;4937;1025;2476;0,439;0,218;0,76;21,6;8,3;1,7;4,2;17,2;0,064;-2,2;-0,8;1981
12;"DET";"Kelly Tripucka";"University of Notre Dame";"10";707;20959;12142;2703;2090;0,473;0,361;0,849;29,6;17,2;3,8;3;44,4;0,102;0,1;11,3;1981
13;"UTA";"Danny Schayes";"Syracuse University";"18";1138;21975;8780;5671;1299;0,481;0,133;0,806;19,3;7,7;5;1,1;48,8;0,107;-1,2;4,6;1981
14;"IND";"Herb Williams";"Ohio State University";"18";1102;28484;11944;6509;1856;0,467;0,095;0,696;25,8;10,8;5,9;1,7;36,1;0,061;-1,1;6,7;1981
15;"POR";"Jeff Lamp";"University of Virginia";"6";291;3471;1495;437;269;0,47;0,222;0,841;11,9;5,1;1,5;0,9;5,2;0,072;-3,3;-1,2;1981
16;"POR";"Darnell Valentine";"University of Kansas";"9";620;14395;5400;1318;3080;0,437;0,261;0,787;23,2;8,7;2,1;5;22,1;0,074;-1,4;2,3;1981
17;"KCK";"Kevin Loder";"Alabama State University";"3";148;2094;875;338;174;0,461;0,261;0,695;14,1;5,9;2,3;1,2;2,4;0,055;-2,5;-0,3;1981
18;"NJN";"Ray Tolbert";"Indiana University";"5";261;2789;928;609;135;0,495;0;0,544;10,7;3,6;2,3;0,5;2,9;0,051;-2,9;-0,6;1981
19;"LAL";"Mike McGee";"University of Michigan";"9";520;9271;4968;1112;629;0,487;0,354;0,597;17,8;9,6;2,1;1,2;15,1;0,078;-0,9;2,5;1981
20;"PHO";"Larry Nance";"Clemson University";"13";920;30697;15687;7352;2393;0,546;0,145;0,755;33,4;17,1;8;2,6;109,6;0,171;4,2;47,9;1981
21;"MIL";"Alton Lister";"Arizona State University";"16";953;18965;6298;5996;914;0,512;0,111;0,597;19,9;6,6;6,3;1;36,6;0,093;-0,3;7,9;1981
22;"PHI";"Franklin Edwards";"Cleveland State University";"7";296;4436;1802;300;774;0,449;0,03;0,795;15;6,1;1;2,6;3,9;0,043;-3,9;-2,1;1981
23;"BOS";"Charles Bradley";"University of Wyoming";"3";110;910;347;119;55;0,416;0;0,585;8,3;3,2;1,1;0,5;0,3;0,016;-4,1;-0,5;1981
24;"DAL";"Jay Vincent";"Michigan State University";"9";576;15556;8729;3167;1124;0,474;0,148;0,784;27;15,2;5,5;2;27,5;0,085;-1,4;2,3;1981
25;"BOS";"Tracy Jackson";"University of Notre Dame";"3";129;1797;694;243;132;0,463;0,154;0,749;13,9;5,4;1,9;1;2,4;0,064;-2,2;-0,1;1981
26;"POR";"Brian Jackson";"Utah State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
27;"UTA";"Howard Wood";"University of Tennessee";"1";42;342;144;65;9;0,458;0;0,654;8,1;3,4;1,5;0,2;0,3;0,049;-6,2;-0,4;1981
28;"SAS";"Gene Banks";"Duke University";"6";468;13074;5305;2718;1335;0,539;0,043;0,73;27,9;11,3;5,8;2,9;31,2;0,115;2;13,3;1981
29;"KCK";"Eddie Johnson";"University of Illinois at Urbana-Champaign";"17";1199;32604;19202;4832;2550;0,472;0,335;0,84;27,2;16;4;2,1;65,6;0,097;-0,9;9,1;1981
30;"SAS";"Ed Rains";"University of South Alabama";"2";83;929;287;124;62;0,423;0;0,626;11,2;3,5;1,5;0,7;0,7;0,034;-3,4;-0,3;1981
31;"BOS";"Danny Ainge";"Brigham Young University";"14";1042;27755;11964;2768;4199;0,469;0,378;0,846;26,6;11,5;2,7;4;71,5;0,124;1,3;23;1981
32;"CHI";"Mike Olliver";"Lamar University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
33;"GSW";"Sam Williams";"Arizona State University";"4";257;4528;1628;1146;156;0,5;0;0,653;17,6;6,3;4,5;0,6;9;0,095;-0,1;2,1;1981
34;"DEN";"Ken Green";"University of Texas-Pan American";"1";7;72;31;27;2;0,481;NA;0,556;10,3;4,4;3,9;0,3;0,3;0,184;-0,5;0;1981
35;"WSB";"Charles Davis";"Vanderbilt University";"8";415;5050;2214;1008;309;0,451;0,17;0,737;12,2;5,3;2,4;0,7;5,8;0,056;-3,6;-2;1981
36;"IND";"Ray Blume";"Oregon State University";"1";49;546;226;41;68;0,459;0,222;0,643;11,1;4,6;0,8;1,4;-0,1;-0,013;-5,9;-0,5;1981
37;"IND";"Al Leslie";"Bucknell University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
38;"ATL";"Clyde Bradshaw";"DePaul University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
39;"LAL";"Harvey Knuckles";"University of Toledo";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
40;"NYK";"Greg Cook";"Louisiana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
41;"WSB";"Claude Gregory";"University of Wisconsin";"2";25;315;136;97;16;0,456;0;0,333;12,6;5,4;3,9;0,6;0;0,007;-4,2;-0,2;1981
42;"LAL";"Elvis Rolle";"Florida State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
43;"DAL";"Elston Turner";"University of Mississippi";"8";505;9006;2397;1375;914;0,432;0,152;0,714;17,8;4,7;2,7;1,8;8,5;0,045;-1,6;0,9;1981
44;"WSB";"Steve Lingenfelter";"South Dakota State University";"2";10;67;10;16;5;0,714;NA;0;6,7;1;1,6;0,5;0;0,009;-3,4;0;1981
45;"HOU";"Ed Turner";"Texas A&M University-Kingsville";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
46;"PHI";"Vernon Smith";"Texas A&M University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
47;"DAL";"Art Housey";"University of Kansas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
48;"WSB";"Mike Ferrara";"Colgate University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
49;"NJN";"David Burns";"Saint Louis University";"1";9;87;23;5;15;0,438;NA;0,6;9,7;2,6;0,6;1,7;-0,1;-0,071;-9,4;-0,2;1981
50;"POR";"Derek Holcomb";"University of Illinois at Urbana-Champaign";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
51;"LAL";"Zam Fredrick";"University of South Carolina";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
52;"ATL";"Rudy Macklin";"Louisiana State University";"3";160;2752;1030;464;121;0,449;0;0,776;17,2;6,4;2,9;0,8;3,2;0,056;-2,8;-0,6;1981
53;"SEA";"Mark Radford";"Oregon State University";"2";97;808;347;76;161;0,507;0,286;0,458;8,3;3,6;0,8;1,7;0,4;0,023;-3,4;-0,3;1981
54;"SDC";"Jim Smith";"Ohio State University";"2";76;876;219;187;46;0,514;NA;0,461;11,5;2,9;2,5;0,6;0,7;0,037;-1,9;0;1981
55;"CLE";"Mickey Dillard";"Florida State University";"1";33;221;73;15;34;0,367;0;0,652;6,7;2,2;0,5;1;-0,2;-0,051;-7,4;-0,3;1981
56;"GSW";"Carlton Neverson";"University of Pittsburgh";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
57;"NYK";"Frank Brickowski";"Pennsylvania State University";"12";731;16278;7302;3410;1384;0,519;0,324;0,74;22,3;10;4,7;1,9;29,8;0,088;-0,3;6,8;1981
58;"KCK";"Curtis Berry";"University of Missouri";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
59;"CLE";"Russell Bowers";"American University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
60;"IND";"Purvis Miller";"University of Southern California";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
61;"POR";"Petur Gudmundsson";"University of Washington";"4";150;2060;693;563;153;0,494;0,5;0,754;13,7;4,6;3,8;1;2,1;0,05;-2,8;-0,4;1981
62;"PHO";"Sam Clancy";"University of Pittsburgh";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
63;"NYK";"Wayne McKoy";"St. John's University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
64;"SAS";"Tom Baker";"Eastern Kentucky University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
65;"LAL";"Ron Cornelius";"University of the Pacific";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
66;"PHO";"Craig Dykema";"California State University, Long Beach";"1";32;103;43;12;15;0,459;0,5;0,778;3,2;1,3;0,4;0,5;0,2;0,095;-4,6;-0,1;1981
67;"MIL";"Mark Smith";"University of Illinois at Urbana-Champaign";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
68;"PHI";"Ernest Graham";"University of Maryland";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
69;"BOS";"John Johnson";"University of Michigan";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
70;"DAL";"Eddie Moss";"Syracuse University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
71;"DET";"John May";"University of South Alabama";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
72;"NJN";"Edmund Sherod";"Virginia Commonwealth University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
73;"UTA";"George Torres";"Southern Nazarene University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
74;"CLE";"Ethan Martin";"Louisiana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
75;"ATL";"Kevin Figaro";"University of Louisiana at Lafayette";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
76;"GSW";"Lewis Lloyd";"Drake University";"7";388;9406;5130;1192;1138;0,524;0,213;0,771;24,2;13,2;3,1;2,9;19,8;0,101;0,3;5,5;1981
77;"SDC";"Lee Raker";"University of Virginia";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
78;"KCK";"Kenny Dennard";"Duke University";"3";95;1244;268;286;93;0,429;0,3;0,644;13,1;2,8;3;1;1,4;0,056;-0,4;0,5;1981
79;"WSB";"Ron Davis";"University of Arizona";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
80;"GSW";"Terry Adolph";"West Texas A&M University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
81;"HOU";"Larry Spriggs";"Howard University";"5";169;2202;873;384;218;0,517;0;0,752;13;5,2;2,3;1,3;3,4;0,074;-1,3;0,4;1981
82;"KCK";"B. B. Davis";"Lamar University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
83;"IND";"Rolando Frazier";"Briar Cliff University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
84;"CHI";"Oliver Lee";"Marquette University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
85;"POR";"Pete Verhoeven";"California State University, Fresno";"6";282;3220;1000;641;152;0,505;0,25;0,689;11,4;3,5;2,3;0,5;5,2;0,078;-1,3;0,6;1981
86;"NYK";"Alex Bradley";"Villanova University";"1";39;331;137;65;11;0,524;0;0,604;8,5;3,5;1,7;0,3;0,4;0,053;-3,9;-0,2;1981
87;"SAS";"Earl Belcher";"St. Bonaventure University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
88;"LAL";"Kevin McKenna";"Creighton University";"6";243;3460;1320;317;342;0,414;0,367;0,819;14,2;5,4;1,3;1,4;4;0,056;-2,3;-0,2;1981
89;"DET";"Don Koonce";"University of North Carolina at Charlotte";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
90;"MIL";"Kris Anderson";"Florida State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
91;"BOS";"Stanley Williams";"La Salle University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
92;"PHI";"Rynn Wright";"Texas A&M University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
93;"DAL";"Pete Budko";"University of North Carolina";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
94;"DET";"George DeVone";"University of North Carolina at Charlotte";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
95;"NJN";"Joe Cooper";"University of Colorado";"3";24;389;109;97;19;0,506;NA;0,543;16,2;4,5;4;0,8;0,3;0,037;-2;0;1981
96;"CLE";"Ken Page";"University of New Mexico";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
97;"UTA";"Mike Clark";"University of Oregon";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
98;"ATL";"Steve Krafscisin";"University of Iowa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
99;"SEA";"Andra Griffin";"University of Washington";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
100;"SDC";"Dennis Isbell";"University of Memphis";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
101;"DEN";"Willie Sims";"Louisiana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
102;"GSW";"Hank McDowell";"University of Memphis";"6";206;1857;600;464;98;0,451;0;0,71;9;2,9;2,3;0,5;2;0,052;-3,5;-0,7;1981
103;"WSB";"Garry Witts";"College of the Holy Cross";"1";46;493;132;62;38;0,583;0,5;0,825;10,7;2,9;1,3;0,8;1,1;0,104;-0,2;0,2;1981
104;"KCK";"U. S. Reed";"University of Arkansas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
105;"HOU";"Hasan Houston";"Bradley University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
106;"IND";"George Peterson";"New Jersey City University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
107;"POR";"Herb Andrew";"University of South Alabama";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
108;"CHI";"Johnny Nash";"Arizona State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
109;"NYK";"Jim Wright";"University of Rhode Island";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
110;"SAS";"Mike Rhodes";"Vanderbilt University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
111;"LAL";"Craig Watts";"North Carolina State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
112;"PHO";"Paul Heuerman";"University of Michigan";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
113;"MIL";"Kelvin Troy";"Rutgers University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
114;"PHI";"Steve Craig";"Brigham Young University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
115;"BOS";"Glen Grunwald";"Indiana University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
116;"DAL";"Karl Bakowski";"University of Utah";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
117;"DET";"Vince Brookins";"University of Iowa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
118;"NJN";"Kevin Lynam";"La Salle University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
119;"UTA";"Kevin Sprewer";"Loyola University of Chicago";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
120;"CLE";"Aaron Strayhorn";"University of Hawaii";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
121;"ATL";"Darryl Warwick";"Hampton University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
122;"SEA";"Earl Banks";"Auburn University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
123;"SDC";"Mike Pepper";"University of North Carolina";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
124;"DEN";"Alonzo Weatherley";"University of Denver";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
125;"WSB";"Robert Williams";"Grambling State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
126;"GSW";"Carter Scott";"Ohio State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
127;"HOU";"Fred Cowan";"University of Kentucky";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
128;"KCK";"Brian Walker";"Purdue University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
129;"IND";"Robert Fronk";"University of Washington";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
130;"CHI";"Roger Burkman";"University of Louisville";"1";6;30;5;6;5;0;0;0,833;5;0,8;1;0,8;0,1;0,093;7,1;0,1;1981
131;"POR";"Roshern Arnie";"University of Texas at El Paso";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
132;"NYK";"John Blair";"Monmouth University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
133;"SAS";"Norman Shavers";"Jackson State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
134;"LAL";"Kevin Singleton";"University of California";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
135;"PHO";"Pete Harris";"Northeastern University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
136;"MIL";"Jo Jo Hunter";"University of Colorado";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
137;"BOS";"Steve Waite";"University of Iowa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
138;"PHI";"Michael Thomas";"North Park University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
139;"DAL";"Danny Davis";"University of North Carolina at Wilmington";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
140;"DET";"Greg Nance";"West Virginia University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
141;"NJN";"Rod Robertson";"Northwestern University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
142;"CLE";"Andre Smith";"University of Nebraska";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
143;"UTA";"Mike Robinson";"Central Michigan University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
144;"ATL";"Kevin Vesey";"Iona College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
145;"SEA";"Tom Sienkiewicz";"Villanova University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
146;"SDC";"Randy Johnson";"University of Southern Colorado";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
147;"DEN";"Greg Manning";"University of Maryland";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
148;"GSW";"Robby Dosty";"University of Arizona";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
149;"WSB";"Randy Martel";"Houston Baptist University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
150;"KCK";"Clinton Wheeler";"William Paterson University";"2";87;867;254;71;157;0,489;0;0,741;10;2,9;0,8;1,8;1,1;0,058;-2,6;-0,1;1981
151;"HOU";"Joe Faine";"Bowling Green State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
152;"IND";"Larry McKinney";"Boise State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
153;"POR";"Julius Wayne";"University of Texas at El Paso";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
154;"CHI";"Scott Williams";"University of South Alabama";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
155;"NYK";"Terry Cramer";"Ripon College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
156;"SAS";"Mark Minderman";"Northern Michigan University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
157;"LAL";"Larry Petty";"University of Wisconsin";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
158;"PHO";"David Williams";"Southern University and A&M College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
159;"MIL";"Lewis Latimore";"University of Virginia";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
160;"PHI";"John Crawford";"University of Kansas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
161;"BOS";"Tom Seaman";"College of the Holy Cross";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
162;"DAL";"David Kennedy";"University of Cincinnati";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
163;"DET";"Joe Schoen";"Saint Francis University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981
